JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2446120.51,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446120.6,11.2,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2446120.79,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446121.26,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446121.29,11.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446121.312,11.4,,,Vis.,WLP,,,,,,,,V,,,,RW AUR,KNVWS,STD,,,,
2446121.4,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446121.66,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446122.27,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446122.65,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446123.31,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446123.67,11.1,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446124.66,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446127.498,10.6,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446127.563,10.4,,,Vis.,IML,,,,,,,,V,,,,RW AUR,,STD,,,,
2446128.26,10.5,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446128.497,10.6,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446129.31,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446129.68,10.3,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446130.42,10.2,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446130.517,10.4,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446131.52,11.2,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446131.532,10.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446132.31,10.7,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446133.31,10.2,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446133.6,10.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446134.55,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446134.58,10.7,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2446135.35,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446135.42,10.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446135.57,11.2,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446136.38,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446137.28,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446137.33,11.1,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446137.66,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446138.29,10.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446138.67,10.6,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446139.31,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446139.31,10.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446139.66,10.6,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446140.35,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446140.59,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446140.66,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446141.3,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446141.76,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446142.31,11.0,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446142.31,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446142.38,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446142.67,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446142.7,11.0,,,Vis.,PED,,,,,,,,V,,,,RW AUR,,STD,,,,
2446143.31,11.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446143.47,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446143.53,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446143.69,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446144.67,11.5,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446145.28,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446145.59,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446145.6,11.0,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446145.67,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446146.29,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446146.53,11.2,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446146.69,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446147.28,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446147.67,11.4,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446148.35,11.5,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446148.7,11.3,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446148.73,10.9,,,Vis.,GFB,,,,,,,,V,,,,RW AUR,,STD,,,,
2446149.32,11.4,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446149.33,10.9,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446149.67,10.9,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446150.67,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446151.67,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446153.3,11.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446153.34,12.3,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446154.33,11.0,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446154.42,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446154.55,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446157.3,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446157.6,11.8,,,Vis.,PED,,,,,,,,V,,,,RW AUR,,STD,,,,
2446158.33,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446158.35,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446159.3,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446160.41,10.8,,,Vis.,AOD,,,,,,,,V,,,,RW AUR,,STD,,,,
2446160.41,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446161.33,11.7,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446163.31,11.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446164.3,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446164.3,10.8,,,Vis.,HSR,,,,,,,,V,,,,RW AUR,,STD,,,,
2446164.35,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446164.72,11.2,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446165.34,10.9,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446165.41,10.7,,,Vis.,AOD,,,,,,,,V,,,,RW AUR,,STD,,,,
2446165.41,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446165.55,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446166.34,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446167.36,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446167.55,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446168.56,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446169.36,11.4,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446169.6,10.8,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446169.73,11.0,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446170.7,10.6,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446172.37,11.5,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446172.55,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446172.6,11.1,,,Vis.,PED,,,,,,,,V,,,,RW AUR,,STD,,,,
2446172.73,10.8,,,Vis.,JJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446173.33,11.5,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446173.41,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446173.6,11.4,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446174.34,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446175.33,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446175.38,10.3,,,Vis.,TCE,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446176.33,10.5,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446176.4,10.8,,,Vis.,HSR,,,,,,,,V,,,,RW AUR,,STD,,,,
2446176.6,10.7,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446177.34,11.2,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446178.42,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446180.33,10.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446181.4,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446185.6,11.0,,,Vis.,PED,,,,,,,,V,,,,RW AUR,,STD,,,,
2446189.56,10.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446192.35,10.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446197.7,10.7,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446199.35,10.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446200.36,10.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446270.52,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446285.5,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446289.47,10.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446295.5,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446296.45,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446297.5,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446298.53,10.3,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446300.52,10.3,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446301.48,10.3,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446304.54,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446304.55,11.0,,,Vis.,AOD,,,,,,,,V,,,,RW AUR,,STD,,,,
2446304.601,11.5,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2446305.48,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446306.62,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446307.46,11.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446311.46,11.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446315.61,10.9,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446317.62,11.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446318.6,10.0,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446319.4,12.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446320.51,11.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446320.54,11.4,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446320.6,11.3,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446321.58,12.0,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446321.6,11.7,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446322.6,10.9,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446322.8,11.3,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446322.805,11.9,,,Vis.,IML,,,,,,,,V,,,,RW AUR,,STD,,,,
2446323.46,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446324.47,11.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446324.89,11.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446325.59,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446325.6,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446325.7,11.0,,,Vis.,BSF,,,,,,,,V,,,,RW AUR,,STD,,,,
2446326.52,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446326.56,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446326.6,9.9,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446326.9,11.0,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446327.55,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446327.6,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446327.8,11.1,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446328.59,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446328.61,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446328.65,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446329.5,11.7,,,Vis.,KVI,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2446329.63,11.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446330.42,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446330.6,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446331.37,11.4,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446331.43,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446331.62,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446332.53,11.6,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446332.58,11.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446332.61,10.9,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446333.57,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446333.62,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446334.54,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446335.59,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446335.6,9.9,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446336.55,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446336.68,10.6,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446337.39,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446337.61,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446337.67,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446344.4,10.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446344.54,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446349.36,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446349.46,10.3,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446349.64,10.2,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446350.38,10.3,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446350.64,10.2,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446350.67,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446351.3,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446351.5,10.9,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446351.64,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446352.48,10.6,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446352.55,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446352.64,9.9,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446352.660,11.0,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2446353.43,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446354.32,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446354.64,9.8,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446354.69,10.4,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446355.64,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446355.8,11.4,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446356.39,11.0,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446357.39,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446358.41,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446358.42,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446358.51,11.1,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446358.64,10.3,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446358.67,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446359.64,10.6,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446360.33,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446360.39,10.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446360.41,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446360.49,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446360.64,10.2,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446361.31,10.7,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446361.64,11.0,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446362.64,11.3,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446362.9,11.6,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446363.64,11.7,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446363.649,11.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2446363.8,11.8,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446365.31,10.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446365.44,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446365.58,10.5,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446367.54,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446372.46,10.5,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446372.46,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446373.27,10.6,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446373.41,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446377.3,10.4,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446377.46,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446380.288,11.6,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2446380.41,11.4,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446380.5,11.2,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446381.64,11.0,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446382.31,11.3,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446382.58,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446383.72,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446384.36,10.7,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446384.64,10.2,,,Vis.,MIS,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446386.28,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446387.22,10.9,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446387.44,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446388.53,10.9,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446393.33,10.6,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446393.52,10.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446394.57,10.2,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446404.31,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446406.27,11.7,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446406.8,10.6,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2446407.72,10.8,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446408.22,10.6,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446409.28,11.2,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446415.45,11.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446416.24,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446418.35,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446418.51,11.1,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446419.31,11.0,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446419.53,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446419.62,10.7,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446420.26,10.9,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446420.6,10.8,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
2446421.24,11.0,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446422.24,11.8,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446422.54,11.0,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446427.4,10.7,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2446429.2,11.1,,,Vis.,GRL,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446429.32,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446430.21,10.8,,,Vis.,MIB,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2446430.34,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2446431.2,11.3,,,Vis.,GRZ,,,,,,,,V,,,,RW AUR,,STD,,,,
2446431.6,11.4,,,Vis.,EJT,,,,,,,,V,,,,RW AUR,,STD,,,,
